Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
PP7080	4	0	0	4	3	6
MIR1273H	0	0	0	0	0	0
MIR1273E	0	0	0	0	0	0
MIR1273D	0	0	0	0	0	0
MIR1273G	2	0	0	0	0	0
MIR1273F	0	0	0	0	0	0
MIR1273A	0	0	0	0	0	0
MLX	2421	2587	2448	2646	2469	3113
MIR1273C	0	0	0	0	0	0
ZNF571-AS1	0	0	0	0	0	0
HELLS	2805	2673	3003	3087	3044	3389
AKAP17A	1482	1308	1396	1644	1577	1911
PDILT	0	0	0	0	0	0
LOC100507250	5	19	5	5	10	12
HDHD5	922	1098	856	979	1153	1013
TMA7	719	802	658	634	694	822
HDHD3	351	438	296	387	446	450
HDHD2	27	28	13	18	31	32
MBL2	0	0	0	0	1	0
SNORD21	0	0	0	0	0	0
SNORD20	6	13	17	1	10	14
TCEB3C	0	0	0	0	0	0
SNORD22	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0
SNORD24	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0
MLH3	647	516	536	753	783	620
CRY1	2184	1973	1938	2209	2130	2531
MLH1	3228	3901	3239	3773	3824	4008
LRP5L	69	93	62	135	130	120
KIAA0556	548	427	447	687	629	652
CRYM	0	4	4	1	2	2
LL22NC01-81G9.3	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0
NOL6	2457	2273	2032	2694	2651	2700
TGIF2-C20orf24	0	0	0	0	0	0
BRWD1-IT2	9	5	17	7	5	8
LINC02204	0	0	4	0	0	1
LINC02206	0	0	0	0	0	0
LINC02201	0	0	0	0	0	0
LINC02203	0	0	0	0	0	0
LINC02202	0	0	0	0	1	0
WEE2	0	0	0	0	0	0
WEE1	2674	2641	2445	3199	3595	3096
LINC02209	0	0	0	0	0	1
AAED1	883	946	779	881	926	1118
AKAP4	0	0	0	0	0	0
AKAP5	55	55	46	62	79	89
AKAP6	32	10	24	34	48	50
AKAP7	260	207	202	224	282	223
AKAP1	1798	1801	1619	2227	2063	2168
AKAP3	2	2	1	7	6	0
LOC101927855	0	0	0	0	0	0
EIF2D	2529	2718	2346	2875	2797	2950
AKAP8	1565	1446	1329	1627	1698	1776
AKAP9	3051	2396	2989	3337	3573	3223
EIF2A	9484	9788	9613	10243	10102	11901
LOC105370605	0	0	0	0	0	0
LOC101929989	6	0	0	0	0	0
LOC101929988	27	14	15	21	12	24
TUBE1	2398	2455	2058	2456	2764	2681
MIR3142HG	0	0	0	0	0	0
LOC283194	0	0	0	0	0	0
KLHL34	0	0	0	0	0	0
FLJ31356	0	11	5	12	8	12
TMEM99	746	743	758	810	858	995
PMFBP1	4	9	7	10	11	14
OVGP1	370	296	335	377	240	419
LOC101927588	0	0	1	2	0	8
CETN3	526	520	476	520	590	558
CETN2	839	1184	905	945	1060	1177
CETN1	0	0	0	0	0	0
LTC4S	2	2	1	2	8	6
PCLO	7	0	6	0	1	0
LOC102725191	0	0	0	0	0	0
UCK1	1027	1000	982	1123	1142	1321
PHRF1	953	923	861	1311	1291	1075
FSIP2	12	9	15	18	12	7
FSIP1	13	21	16	32	23	23
DNAJC8	6069	6646	6184	6319	6134	7777
DNAJC9	1837	1928	1843	2049	2138	2263
DNAJC4	212	183	183	187	266	285
DNAJC5	2946	3122	2574	3336	3648	3434
DNAJC6	1172	1260	1339	1554	1428	1778
DNAJC7	3981	4232	3941	4063	4305	4833
DZANK1	84	85	68	73	86	90
DNAJC2	2698	2505	2801	2718	2559	3231
DNAJC3	4786	5309	5256	5513	5581	6439
TXLNGY	0	0	0	0	0	0
PTPRVP	7	1	0	4	0	0
GOSR1	1672	1894	1610	1911	2215	1978
MIR4713HG	0	0	0	1	0	0
NRN1	1	0	0	1	0	2
DEAF1	1916	2024	1855	2166	2226	2338
LOC105375929	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0
LOC100131635	0	0	0	2	0	2
RNF152	0	4	1	0	0	1
RNF150	156	172	149	219	326	158
RNF151	1	3	2	1	0	11
RNF157	32	31	35	33	32	36
MECP2	2654	2459	2068	3206	3549	3019
LOC100996720	25	32	22	18	16	44
TAS2R8	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R4	13	4	5	16	16	3
TAS2R5	30	13	15	12	16	5
TAS2R3	0	0	4	0	3	0
SPAG16	399	397	315	458	455	416
SPAG17	0	0	0	0	2	0
MIR466	0	0	0	0	0	0
CDK5RAP2	2763	2571	2649	2919	3370	3208
CDK5RAP3	293	247	285	338	352	366
CDK5RAP1	1605	1568	1551	1601	1761	2050
CCDC144B	45	52	81	66	103	69
CCDC144A	0	1	0	0	0	2
BAX	2067	2487	2395	2347	2175	2879
BAD	302	409	277	389	354	490
PMPCB	3384	3501	3303	3608	3579	3875
PMPCA	2717	2554	2443	2792	2861	3105
NEO1	67	38	30	62	72	73
GZF1	1745	1581	1500	1741	1771	1825
ATP6V1B1	0	0	0	0	0	0
ATP6V1B2	5463	5502	5639	6169	6217	7036
PIP5KL1	454	377	324	497	595	419
P2RY8	0	0	0	0	0	0
P2RY2	23	36	17	33	67	28
SEC61G	4483	5101	5001	4788	4911	6110
P2RY1	0	0	0	0	0	0
SEC61B	3577	4254	3823	3889	3569	5236
P2RY4	0	0	0	0	0	0
NCL	40428	42118	39417	44022	43875	50600
ADGRE4P	0	0	0	0	0	0
GUK1	3441	3890	3372	3798	3656	4401
WRAP73	697	717	725	811	887	893
NDUFA4L2	559	663	578	637	1002	714
ACR	1	0	0	0	4	0
OR6T1	0	0	0	0	0	0
ME1	3640	3692	3435	3908	3916	4159
MEP1A	0	0	0	0	0	0
MEP1B	0	1	8	4	1	2
ATP5L	723	775	724	772	734	887
NCSTN	2109	2338	1953	2463	2939	2548
CEP104	1528	1487	1482	1721	1952	1752
FLJ16779	0	8	0	0	1	0
TCP11L1	678	663	701	781	841	886
TCP11L2	297	347	337	375	400	475
ANGPT2	1	10	1	5	6	3
ANGPT1	126	127	138	179	143	152
ANGPT4	13	2	1	2	7	2
DUPD1	0	0	0	0	0	0
LOC101929796	274	287	259	279	367	323
CEP295NL	3	1	10	1	3	7
RPS29P29	0	0	0	0	0	0
GUCA1A	0	0	0	0	0	0
RNU105C	0	0	0	0	0	0
GUCA1C	0	0	1	0	0	0
GUCA1B	9	15	16	12	3	22
C17orf107	7	5	3	10	3	5
ATM	3282	3160	3515	3780	4048	4121
ADAM32	16	3	11	10	3	5
ADAM33	0	0	1	0	1	0
ADAM30	0	0	1	0	0	0
CBSL	0	17	4	8	2	15
DOT1L	6354	5476	5237	7472	7904	6650
TCL1B	0	0	0	0	0	0
CARS	7755	6104	6755	8095	7936	8580
TCL1A	0	0	0	0	0	0
CARF	44	47	37	70	56	34
SYCP3	5	3	1	6	2	3
TAOK2	1561	1703	1719	1915	1898	1931
TAOK3	1109	986	963	1168	1096	1204
MCEMP1	0	1	1	0	0	0
SLC22A18	166	189	190	188	196	220
ADAM3A	1	0	0	0	0	0
SLC22A16	0	0	0	0	0	0
SLC22A17	0	0	0	0	0	0
SLC22A14	1	1	1	4	3	1
SLC22A15	765	732	719	889	957	853
SLC22A12	0	0	0	0	0	0
SLC22A13	0	8	15	7	3	5
SLC22A10	0	0	0	0	0	0
SLC22A11	0	1	1	0	0	5
NSMCE1	1296	1485	1259	1367	1447	1622
NSMCE2	727	828	780	870	864	1069
NSMCE3	0	0	0	0	0	0
LOC105377652	0	0	0	0	0	0
SERGEF	207	169	217	239	223	246
SCARA3	1294	1055	1130	1505	1579	1370
SCARA5	101	69	65	118	110	128
ARHGDIG	0	0	0	2	1	0
ARHGDIB	38	16	40	20	61	32
ANOS1	0	0	0	0	0	0
ARHGDIA	3970	3851	3354	4172	4475	4587
USH1C	20	6	12	17	25	33
USH1G	0	0	0	0	0	0
TOP1MT	1652	1696	1515	1761	1812	1975
TANC1	4274	3661	4067	5013	5118	4955
TANC2	11525	8386	9959	13311	15543	12304
CES1	0	3	0	1	0	6
CES3	103	79	66	120	135	127
CES2	565	748	597	714	946	772
KBTBD13	0	0	0	1	0	0
KBTBD12	0	0	0	0	0	0
KBTBD11	0	0	0	0	0	0
FFAR2	1	0	0	0	1	0
UCP1	0	0	0	0	0	0
KDM8	180	137	172	208	195	226
FFAR1	0	0	0	0	0	0
MDP1	3	0	1	0	0	0
CREB3L2	4238	3691	4171	4937	5306	5061
ZNF90	0	0	0	0	0	0
ZNF91	318	298	297	325	462	317
ZNF92	512	416	624	500	408	547
ZNF93	95	91	75	123	101	124
ZNF98	0	0	0	0	0	0
ZNF99	0	0	0	0	0	0
SAC3D1	1438	1648	1273	1601	1571	1860
RAET1E	407	399	381	376	417	438
RAET1G	211	137	139	215	219	175
TBX21	0	0	0	0	0	0
FAM3A	1482	1565	1338	1667	1663	1821
FAM3B	5	6	5	5	2	7
TBX22	0	0	1	0	0	0
FAM3D	0	0	0	0	0	0
RAET1L	0	1	2	1	1	8
PRB1	0	0	0	0	0	0
MIR6838	343	341	288	367	444	359
MIR6839	0	0	0	0	0	0
MIR6830	0	0	0	0	0	0
MIR6831	460	366	331	401	502	422
MIR6832	0	0	0	0	0	0
FAM153C	7	10	8	15	2	12
MIR6834	1059	1037	785	1196	940	1296
MIR6835	1	1	1	4	5	5
MIR6836	1589	1679	1370	1891	1837	1990
MIR6837	1627	1967	1500	1827	2171	1992
ERBB2	755	711	602	745	937	746
ERBB3	11	21	7	11	18	18
MIR509-1	0	0	0	0	0	0
ATPAF1	1461	1762	1333	1676	1848	1882
SHC1	5486	5336	4565	5774	6156	6449
SHC2	0	0	0	0	0	1
SHC3	20	6	22	39	41	22
FPR1	0	0	1	1	0	1
FPR2	0	0	0	0	1	0
FPR3	0	0	0	0	0	0
SMPDL3B	75	75	39	63	113	47
SMPDL3A	184	197	220	170	212	254
TRANK1	87	47	44	67	114	68
ZCWPW2	17	1	7	16	2	3
ZCWPW1	59	62	42	31	57	72
IBTK	7462	7785	7894	8511	8867	9241
SSC4D	110	123	97	103	115	180
CDC16	1325	1577	1399	1459	1605	1633
AHNAK	17315	13792	15092	21701	26055	18375
LOC100288910	7609	9079	8608	8319	7828	11167
LOC340017	0	0	0	0	0	0
LINC00592	16	13	17	19	17	33
FRMD8	450	465	457	482	597	568
IMMP1L	238	202	169	242	249	234
SPICE1	78	70	79	88	91	109
FRMD6	411	419	421	471	437	496
FRMD7	2	2	1	2	1	2
FRMD1	0	0	0	0	0	0
PKNOX2	0	0	0	0	0	0
FRMD3	91	28	90	56	108	100
MED13L	9813	7492	8672	11261	12764	10828
DHFRP6	0	0	0	0	0	0
LBX2-AS1	101	118	97	77	110	121
CYP26C1	4	2	0	6	15	0
DPF2	2245	2144	2124	2521	2519	2752
DPF3	15	6	6	13	7	3
DPF1	30	34	10	26	56	34
GPALPP1	460	561	462	561	597	541
VPS45	1054	1115	1105	1158	1191	1267
VPS41	1303	1225	1133	1353	1448	1369
BCAP29	21	14	9	28	26	23
ECT2L	5	3	8	0	7	7
TAS2R30	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0
RPL36A	113	80	62	104	120	139
VPS4A	986	1108	744	1206	1292	1110
VPS4B	1535	1521	1479	1796	1856	1829
GMEB2	1723	1710	1423	1842	2017	1817
GMEB1	809	785	857	943	1022	896
RRP36	2047	2137	1990	2321	2214	2427
SZRD1	3510	3821	3079	4277	4282	4312
OR1F1	2	15	0	1	9	5
PPP1R15A	18415	17994	17128	19417	18774	22827
PPP1R15B	8560	7458	8790	9737	9562	10171
BLMH	2184	2588	2194	2527	2471	2782
SPDYE5	2	7	7	8	14	6
SPDYE4	0	0	0	0	0	0
SPDYE6	7	1	1	7	16	5
SPDYE1	0	15	1	3	2	7
SPDYE3	86	101	68	93	103	110
SPDYE2	7	8	3	17	21	5
KLF13	400	314	411	532	560	368
KLF12	525	426	406	582	593	455
KLF11	1681	1522	1333	2053	2154	1862
EBAG9	987	1180	1022	1080	1077	1370
KLF17	16	21	40	41	37	25
KLF16	1936	2079	1696	2441	2605	2467
KLF15	228	229	230	365	294	259
KLF14	0	0	1	0	0	1
TNFSF12-TNFSF13	0	0	0	0	0	0
KRTDAP	0	0	0	0	0	0
SHQ1	454	458	456	588	486	559
GBE1	3019	2970	2521	3071	3642	3278
MIR26B	4	0	0	2	5	7
ACOXL-AS1	0	0	0	0	0	0
CD99P1	60	55	73	42	46	58
FAM69B	11	11	19	26	30	22
FAM69A	249	245	225	216	292	310
NDUFS1	6183	6450	6222	7301	7232	7592
CXorf40B	1303	1573	1242	1355	1492	1686
NDUFS3	2208	2272	2277	2559	2250	2837
NDUFS4	1056	1147	1010	1111	1053	1332
NDUFS5	4654	4654	4597	4835	4625	5829
NDUFS6	5056	5585	4342	5071	4702	6423
NDUFS7	519	474	470	518	455	577
LOC102724663	0	0	0	0	0	0
LOC100506801	0	0	0	0	2	1
FAM198A	0	0	0	0	0	0
FAM198B	0	0	4	0	0	0
ZRANB1	959	805	926	917	969	1110
ZRANB3	262	287	283	258	333	344
ZRANB2	5311	5369	5355	5914	5999	6099
EPHA5-AS1	10	10	15	19	15	13
PLCXD3	0	0	0	0	0	1
ATP9B	290	284	268	328	418	301
ATP9A	1759	1730	1669	2026	2515	2068
MICAL1	778	735	764	747	830	839
MICAL2	830	822	786	898	1183	776
MICAL3	788	521	558	896	1007	773
GRXCR1	0	0	0	0	0	0
GRXCR2	0	0	0	0	1	0
LOC654841	43	93	67	137	100	96
FAM218A	0	0	0	0	0	0
RHBDL2	17	9	19	19	22	10
ZNF845	204	277	204	246	292	259
CLTA	10402	11860	10114	10564	10613	13620
CLTC	17019	15458	17420	18327	18084	21443
CLTB	2925	2914	2708	3023	2558	3896
TMEM59L	0	8	0	0	5	0
FLG	0	0	1	0	0	0
BTBD11	0	0	1	0	0	0
LOC653712	94	90	75	85	82	76
PCOLCE	3908	3519	3157	3733	3887	4325
GRM7-AS1	0	0	0	0	0	0
GRM7-AS2	0	0	0	0	0	0
GRM7-AS3	9	20	15	31	11	13
USP17L9P	0	0	0	0	0	0
ISCA1	2638	2740	2519	2968	3253	3344
ISCA2	202	275	199	211	250	340
LOC105371458	0	0	0	0	0	0
MALSU1	654	789	658	730	772	851
LINC00680-GUSBP4	0	0	0	0	0	0
FAM215A	0	0	0	0	0	0
HHEX	717	718	736	738	598	923
H2BFWT	0	0	0	0	0	0
PTENP1-AS	0	0	0	0	0	0
LOC101930370	143	210	201	209	158	242
ACTRT1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0
ACTRT3	120	101	104	97	145	93
PITPNM1	1849	1982	1794	2141	2071	2354
NKX3-2	7	5	1	4	6	4
PITPNM3	173	166	95	166	257	137
PITPNM2	373	408	363	535	646	496
CPED1	275	191	243	268	240	274
MDGA1	0	0	0	1	5	1
ARHGAP31-AS1	0	0	0	0	1	0
MDGA2	0	0	0	0	0	0
LOC101927018	0	0	0	0	1	0
CPNE9	4	0	12	7	5	9
CPNE8	2116	1863	2168	2064	2116	2433
PPP1R2P9	0	0	0	0	0	0
CPNE2	355	412	379	461	456	469
CPNE1	3311	3613	3230	3591	3937	4363
CPNE7	293	308	283	313	328	392
CPNE6	0	0	0	0	0	0
CPNE5	4	1	1	5	2	3
CPNE4	0	0	0	1	0	0
DNMT3B	317	229	276	332	335	323
DNMT3A	148	199	169	235	275	154
DNMT3L	0	0	0	0	0	0
AAK1	1692	2024	1913	2144	2685	2160
SNRPN	32	34	47	51	52	64
PVRIG	7	6	6	16	19	19
SNRPB	6112	6501	5840	6266	5843	7916
SNRPC	3893	4109	3671	3862	3729	5125
SNRPA	4023	4370	4266	4289	4004	5370
SNRPF	3053	3092	2938	3022	2833	3919
LOC105374171	0	1	0	0	0	1
SNRPE	2864	2874	2655	2760	2823	3390
FAM170B-AS1	0	0	0	0	0	0
RGS9BP	20	27	20	11	21	25
ZNF790-AS1	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0
ZDHHC15	0	1	0	6	0	0
ZDHHC14	182	225	206	248	279	252
ZDHHC17	1181	1174	1126	1324	1482	1444
ZDHHC16	1288	1278	1312	1438	1451	1740
ZDHHC11	399	304	352	425	465	404
ZDHHC13	337	500	372	439	515	438
ZDHHC12	530	682	543	655	677	750
PRKAG1	4507	5078	4242	4867	5243	5687
PRKAG3	0	0	0	0	0	0
PRKAG2	1048	1098	1029	1122	1346	1443
ZDHHC19	0	0	0	0	0	0
ZDHHC18	988	832	977	1062	1037	1192
NCAN	12	6	3	1	2	0
LOC442028	0	0	0	0	0	0
ESPL1	1284	1118	1383	1586	1485	1700
ISM2	1	0	1	0	1	0
ISM1	94	72	118	121	124	139
CD81-AS1	1	0	3	4	8	1
MACROD2-AS1	0	0	0	0	0	0
DDX49	1940	2172	1753	2029	2261	2409
ZNF174	385	349	303	383	404	397
ZNF175	225	187	202	264	221	244
DDX43	4	6	6	1	12	1
DDX42	5317	5453	4898	5934	6932	6099
PTER	1691	1714	1629	1852	1892	2040
DDX47	32	50	24	40	79	41
DDX46	6994	6316	7176	7203	6511	8451
PTEN	7004	7330	6726	7713	8178	8603
ELAVL4	0	0	0	0	0	0
ELAVL1	2828	3067	2930	2966	2986	3619
ELAVL2	0	0	1	0	4	1
ELAVL3	4	1	0	1	4	1
LSM14B	1773	2040	1701	2143	2403	1998
LSM14A	2419	2352	2299	2708	2845	2774
DNAI1	0	0	9	0	0	1
DNAI2	0	0	0	0	0	0
NFIL3	3354	3675	3232	3858	4297	4027
REG3G	0	0	0	8	0	0
REG3A	0	0	0	0	0	0
MIR4768	0	0	0	0	0	0
MIR4769	0	0	0	0	0	0
FRAS1	0	1	0	1	1	0
MIR4762	0	0	0	0	0	0
MIR4763	86	101	59	125	125	100
MIR4760	0	0	0	0	0	0
MIR4761	2380	2736	2218	2643	2413	3078
MIR4766	4	1	1	1	2	1
MIR4767	0	0	0	0	0	0
MIR4764	0	0	0	0	0	0
MIR4765	0	0	0	0	0	0
STX19	0	0	0	0	3	3
LINC00570	142	186	144	190	206	210
SULT4A1	222	278	218	287	351	261
MIR3653	0	1	0	0	1	1
LOC101928098	0	0	0	0	0	0
SPSB3	17	10	28	29	19	50
SPSB1	2313	2146	1981	2392	2272	2654
HINT1	7616	8344	7518	8631	8343	10400
HINT2	0	0	1	2	4	0
HINT3	1616	1847	1505	1828	1929	1965
MIR323A	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0
OR2A1	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0
OR2A4	0	0	0	0	0	0
OR2A7	0	0	0	0	0	0
PTTG1	2527	2526	2435	2885	2577	3096
PTTG2	0	0	0	0	0	0
MOSPD3	172	228	162	207	203	202
C20orf202	2	6	1	2	5	14
RNVU1-4	1	0	0	0	7	0
RNVU1-6	0	0	0	0	0	0
RNVU1-7	0	0	2	1	5	2
RNVU1-1	0	0	0	1	0	0
EFHB	25	14	9	16	13	6
COL10A1	0	0	6	16	6	5
CHKB-CPT1B	2	0	1	2	1	1
RS1	0	0	0	0	1	0
ATP13A1	2771	2335	2493	3110	3047	3164
ATP13A3	14146	11958	14019	16041	15769	16781
ATP13A2	1330	1474	1510	1584	1520	1911
ATP13A5	4	0	0	0	0	0
ATP13A4	0	0	0	0	0	0
LINC01994	0	0	0	0	0	0
LINC01995	0	0	0	0	0	0
LINC01996	0	0	0	0	0	0
LINC01990	0	0	0	0	0	1
LINC01993	0	0	0	0	0	0
LINC01998	0	1	0	0	0	0
LINC01999	0	0	0	0	0	0
PLEKHO2	548	481	510	620	611	588
PLEKHO1	305	306	320	281	284	341
SOX21	0	0	0	0	0	0
E2F6	1417	1463	1324	1550	1541	1592
E2F5	103	108	129	114	118	176
E2F4	1744	1736	1675	2061	2073	2134
E2F3	3117	2979	2903	3672	3689	3782
E2F2	825	735	692	999	972	881
E2F1	4403	4208	3781	4925	4672	5261
E2F8	188	161	192	214	318	148
EEF2	239050	238007	223068	260062	268035	297893
SNORA20	1	2	1	3	2	3
ZDBF2	2082	2091	2080	2479	2812	2666
SNORA22	2	1	1	0	3	0
SNORA23	4	0	5	1	8	0
SLC9A7P1	0	0	0	0	0	0
SNORA25	0	0	0	0	0	0
SNORA26	4	0	3	3	2	8
SNORA27	0	0	0	0	0	0
RLBP1	0	1	0	2	5	0
SNORA29	0	0	0	0	0	0
PCDHGA11	0	0	0	0	0	0
IZUMO1	0	2	4	0	2	3
IZUMO2	0	0	0	0	0	0
IZUMO3	0	0	0	0	0	0
IZUMO4	37	61	46	45	61	64
PCDHGA12	0	0	0	0	0	0
FAM234B	126	143	129	131	212	164
TEX19	11	6	1	8	15	5
PYCR1	3701	3823	3225	4087	4556	4677
FAM234A	800	935	842	964	1009	1121
OR51J1	0	0	0	0	0	0
CTBS	76	66	71	60	103	87
FAM168A	1305	1113	1033	1450	1577	1442
IL36A	0	0	0	0	0	0
IL36B	0	0	0	0	0	0
IL36G	0	1	0	0	0	0
LIPA	2234	2226	2438	2580	2484	2925
IFITM2	2492	2255	2345	2527	2352	3163
LIPC	0	0	0	0	0	1
HPCAL1	5914	5576	5117	5825	5973	6703
LIPE	1	8	6	0	7	5
HPCAL4	10	4	10	14	4	3
LIPF	0	5	3	0	0	0
LIPI	0	7	0	0	3	1
LIPH	434	412	496	478	462	629
LIPK	0	0	0	0	0	0
LIPJ	1	0	0	0	0	0
LIPM	0	0	0	0	0	0
GAGE2A	0	4	1	0	0	0
LIPN	0	0	0	0	0	0
TMEM229A	0	0	0	0	0	0
TMEM229B	0	0	0	0	0	0
CD300LG	0	0	0	0	0	0
PYCRL	73	154	90	105	84	136
SNORA2A	7	2	3	0	5	1
SNORA2B	11	0	7	3	6	5
SNORA2C	0	2	1	0	0	0
RILP	362	473	389	349	356	454
HDX	10	11	14	23	6	46
HDC	6	1	4	5	5	9
OR52H1	0	0	0	0	0	0
ARFGAP1	3015	3310	2776	3434	3414	3547
C21orf2	135	150	128	153	170	219
U2AF1	53	75	41	71	67	92
U2AF2	7588	7559	7479	8503	8112	9419
OR10AD1	0	0	0	0	0	0
GPR162	5	1	1	10	2	2
GPR160	18	13	14	35	24	16
GPR161	189	211	227	272	240	247
ZZZ3	5338	4901	5121	5784	6026	6101
LOC105377448	0	0	0	0	0	0
COX7A1	4	0	0	1	3	1
COX7A2	3708	4053	3840	3970	3985	4956
MTHFD2	17697	17863	16079	18620	19702	20561
MTHFD1	4314	4492	4213	4784	4607	5226
TBP	975	1184	946	1123	1059	1264
PRR20B	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0
LIPC-AS1	0	0	0	0	0	0
IFI27L1	199	172	136	175	183	214
IFI27L2	58	103	62	58	96	122
SLX4	221	234	246	310	341	281
AZI2	2866	3092	2831	3084	3368	3402
ZNF436	548	511	591	547	586	572
ZNF431	225	321	223	258	339	296
ZNF430	270	331	296	371	278	405
ZNF433	0	0	0	0	0	0
LOC440084	0	0	0	0	0	0
ZNF439	0	1	1	3	0	0
ZNF438	179	249	171	230	233	194
LOC100505978	0	0	0	0	1	1
CCDC192	1	0	1	4	1	1
RALGDS	78	85	71	90	96	109
CCDC190	0	0	0	1	0	8
CCDC191	5	29	17	27	4	18
LINC01569	40	49	48	75	88	57
LINC01568	9	0	0	0	1	1
LINC01565	0	4	0	0	0	0
LINC01564	2	2	5	4	12	5
LINC01567	0	0	0	0	0	0
LINC01566	0	0	0	0	0	0
LINC01561	0	0	0	0	0	0
LINC01563	1	1	0	0	0	0
TM6SF1	0	1	0	10	15	1
TM6SF2	0	0	0	0	0	0
RTCB	2570	2688	2256	2736	2742	2960
RTCA	1822	2155	1802	2089	1959	2432
ACTL9	0	0	0	0	0	0
ACTL8	3	1	3	13	11	5
SLC4A11	100	108	100	113	102	157
SLC4A10	1	1	1	0	1	0
LOC400684	52	89	54	71	79	76
KIAA0232	1855	1506	1980	2053	2147	2162
IFIT3	227	237	207	288	275	219
ICA1	0	0	1	0	0	0
AP1B1	2390	2529	2066	2814	2690	2831
SPTY2D1-AS1	2	29	25	4	3	11
OR5H6	0	0	0	0	0	0
OR5H1	0	0	0	0	0	0
OR5H2	0	0	0	0	0	0
TXLNG	3967	3751	3952	4397	4174	5043
LOC105375750	0	0	0	0	0	0
TXLNB	0	0	0	0	0	6
TXLNA	3479	3405	3387	3937	4245	3914
LINC01386	0	0	0	0	0	0
HRASLS5	0	0	0	0	0	0
LOC105371049	9	6	1	10	5	8
HRASLS2	1	7	7	6	0	2
LOC105371046	0	2	6	0	2	0
LOC105379695	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
FAM170A	0	6	0	0	0	0
FEZ1	1	7	1	2	11	5
PAPPA-AS1	0	0	0	0	0	0
FEZ2	2287	2326	2131	2362	2553	2638
MIR2392	0	0	0	0	0	0
RAB4B	1	4	0	0	1	2
RAB4A	707	758	727	807	875	956
MIR659	0	0	0	1	0	1
MIR658	769	709	758	953	712	833
MIR653	0	0	0	0	0	0
MIR652	0	0	0	0	0	0
MIR651	0	0	0	0	0	0
MIR650	0	0	0	0	0	0
MIR657	0	0	1	0	0	0
MIR656	0	0	0	0	0	0
MIR655	0	0	0	0	0	0
LOC100506302	29	19	24	42	44	30
LINC00382	0	0	0	0	0	0
LINC00381	0	0	0	0	0	0
LINC00384	0	0	0	0	1	0
IL12RB1	0	1	1	0	0	0
IL12RB2	51	23	28	22	27	56
ATP6AP1	7442	8289	7378	8514	8484	10007
ATP6AP2	4798	5599	4873	5153	5801	6107
LOC101927178	1205	1398	1295	1340	1395	1669
BICDL1	81	114	121	144	166	133
BICDL2	2	4	2	9	17	2
CXADR	669	806	773	822	781	1034
OR4N2	0	0	0	0	0	0
PRY2	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0
ACTL10	66	79	79	76	87	142
ACOT8	587	649	512	562	695	736
ACOT9	6087	6425	5930	6341	6508	7811
ACOT6	0	0	0	0	0	0
ACOT7	2573	2465	2469	2648	2482	2783
ACOT4	18	36	14	27	37	28
ACOT2	1121	1138	1011	1168	1060	1288
H2BFM	0	0	0	0	0	0
ACOT1	57	138	98	122	112	102
RBBP9	461	519	400	446	587	546
LOC105372441	0	0	0	0	0	0
RBBP7	9077	9197	8162	9733	9987	11031
RBBP6	7832	6044	7624	8175	7752	8908
RBBP5	1213	1147	1190	1334	1553	1508
RBBP4	4810	5160	5046	5073	5075	5864
RAB44	0	4	1	0	4	6
RAB42	646	785	688	768	756	858
RAB43	41	61	60	74	103	73
RAB41	20	1	24	17	37	14
MIR7161	0	0	0	0	0	0
MIR7160	0	0	0	0	0	0
MIR7162	1648	1789	1779	1824	1885	2134
C12orf4	1147	1193	1116	1466	1409	1474
GGTLC2	0	0	0	0	0	0
LOC102723322	1	2	0	4	2	5
NARS	12825	12574	11949	13378	13802	15009
NARF	1931	2191	1985	2111	2061	2275
GSPT2	0	0	0	0	0	0
GSPT1	11937	11184	11639	12481	12172	14545
RALGPS2	1181	1066	1201	1235	1432	1442
MIER1	2787	2428	2898	2898	2976	3244
MIER2	456	486	415	542	555	579
RALGPS1	99	99	96	175	189	130
PAPD7	5878	5512	5589	6781	7399	6705
PAPD4	1466	1795	1620	1793	1678	2097
PAPD5	1824	1932	1808	2239	2269	2341
LRBA	2233	1837	1964	2506	2533	2160
TOLLIP	1520	1792	1619	1794	1680	2075
PPP2R5D	920	865	762	1009	1027	932
PPP2R5E	2326	2386	2344	2765	2652	2798
PPP2R5A	1991	1812	1837	2163	2246	2397
PPP2R5B	428	422	351	514	559	565
